Vorausberechneter Bevölkerungsstand: Bundesländer, Stichtag,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersjahre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsvorausberechnungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;50-Jährige;37;36;36;31;28;28;29;30;33;35;35;37;36;37;37;37;38;38;39;39;37;36;29;27;25;25;25;25;25;24;24;24;23;22;22;22;21;21;22;23;23;24
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;51-Jährige;39;37;36;36;31;28;28;29;31;33;35;35;37;37;37;37;37;38;38;39;39;37;36;29;27;25;25;25;25;25;24;24;24;23;22;22;22;21;21;22;23;23
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;52-Jährige;41;39;37;36;36;31;28;28;29;31;33;35;35;37;37;37;37;37;38;38;39;39;37;36;29;27;25;25;25;25;25;24;24;24;23;22;22;22;21;21;22;23
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;53-Jährige;44;41;39;37;36;36;31;29;28;29;31;34;35;35;37;37;37;37;37;38;38;39;39;37;36;29;27;25;25;24;25;25;24;24;24;23;22;22;22;21;21;22
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;54-Jährige;46;44;41;39;38;36;36;31;29;28;29;31;34;35;35;37;37;37;37;37;38;38;39;38;37;36;29;26;25;25;24;25;25;24;24;24;23;22;22;22;21;21
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;55-Jährige;48;46;44;41;39;38;36;36;31;29;28;29;31;34;35;35;37;37;37;37;37;38;38;39;38;37;36;28;26;25;25;24;25;25;24;24;24;23;22;22;22;21
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;56-Jährige;49;48;46;44;41;39;38;36;36;31;29;28;29;31;33;35;35;37;36;37;37;37;38;38;39;38;37;36;28;26;25;24;24;25;25;24;24;24;22;22;22;22
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;57-Jährige;49;49;48;46;44;41;39;38;36;36;31;29;28;29;31;33;35;35;37;36;37;36;37;37;38;39;38;37;35;28;26;25;24;24;25;25;24;24;24;22;22;22
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;58-Jährige;48;48;49;48;46;44;41;39;38;36;36;31;29;28;29;31;33;35;35;37;36;37;36;36;37;37;38;38;37;35;28;26;25;24;24;25;25;24;24;24;22;22
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;59-Jährige;46;48;48;49;47;46;44;41;39;37;36;36;31;29;28;29;31;33;34;35;37;36;36;36;36;37;37;38;38;36;35;28;26;25;24;24;25;25;24;24;23;22
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;60-Jährige;45;46;48;48;49;47;45;44;41;39;37;36;36;31;28;28;29;30;33;34;35;36;36;36;36;36;37;37;38;38;36;35;28;26;25;24;24;25;25;24;23;23
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;61-Jährige;41;44;45;47;48;48;47;45;43;41;39;37;36;35;31;28;28;29;30;33;34;34;36;36;36;36;36;37;37;38;37;36;35;28;26;25;24;24;24;24;24;23
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;62-Jährige;40;41;44;45;47;48;48;47;45;43;41;39;37;36;35;31;28;28;29;30;33;34;34;36;35;36;36;36;36;37;38;37;36;35;28;26;24;24;24;24;24;24
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;63-Jährige;39;39;40;44;45;47;47;48;46;45;43;40;39;37;35;35;30;28;28;28;30;32;34;34;36;35;36;35;35;36;36;37;37;36;34;27;26;24;24;24;24;24
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;64-Jährige;39;39;39;40;44;45;46;47;47;46;45;43;40;38;37;35;35;30;28;28;28;30;32;33;34;35;35;35;35;35;36;36;37;37;35;34;27;25;24;24;23;24
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;65-Jährige;38;39;39;39;40;43;44;46;47;47;46;44;43;40;38;36;35;35;30;28;27;28;29;32;33;33;35;35;35;35;35;36;36;37;36;35;34;27;25;24;23;23
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;66-Jährige;38;38;38;38;38;39;43;44;46;46;47;45;44;42;40;38;36;35;34;30;27;27;28;29;32;33;33;35;34;35;34;35;35;36;37;36;35;34;27;25;24;23
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;67-Jährige;37;37;38;38;38;38;39;42;43;45;46;46;45;43;42;39;38;36;34;34;29;27;27;27;29;31;33;33;34;34;34;34;34;35;35;36;36;35;33;27;25;24
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;68-Jährige;35;36;37;37;38;37;38;38;42;43;45;45;46;45;43;41;39;37;35;34;34;29;27;27;27;29;31;32;33;34;34;34;34;34;35;35;36;36;34;33;26;25
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;69-Jährige;33;35;36;36;37;37;37;37;38;41;42;44;45;45;44;42;41;38;37;35;34;33;29;27;26;27;28;31;32;32;34;33;34;34;34;34;35;36;35;34;33;26
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;70-Jährige;28;33;34;35;36;36;37;36;37;38;41;42;44;44;45;44;42;40;38;36;35;33;33;28;26;26;27;28;30;32;32;33;33;33;33;33;34;34;35;35;34;33
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;71-Jährige;24;28;32;34;35;35;36;36;36;36;37;40;41;43;44;44;43;41;40;37;36;34;33;32;28;26;26;26;28;30;31;31;33;33;33;33;33;34;34;35;35;33
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;72-Jährige;23;24;27;32;33;34;35;35;36;35;36;36;40;41;42;43;43;42;41;39;37;35;34;32;32;28;26;25;26;27;30;31;31;33;32;33;32;33;33;34;35;34
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;73-Jährige;15;22;23;27;31;33;33;34;35;35;35;35;36;39;40;42;42;43;42;40;39;36;35;33;32;31;27;25;25;26;27;29;30;31;32;32;32;32;32;33;33;34
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;74-Jährige;18;15;22;23;26;30;32;33;33;34;34;34;34;35;38;39;41;42;42;41;40;38;36;34;33;31;31;27;25;25;25;27;29;30;30;32;31;32;32;32;33;33
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;75-Jährige;26;17;15;21;22;26;30;31;32;33;33;34;34;34;35;38;39;40;41;41;40;39;37;35;34;32;31;30;26;24;24;25;26;28;29;30;31;31;31;31;31;32
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;76-Jährige;28;26;17;14;21;22;25;29;31;31;32;32;33;33;33;34;37;38;39;40;40;39;38;37;34;33;31;30;30;26;24;24;24;26;28;29;29;31;30;31;31;31
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;77-Jährige;26;27;25;17;14;20;21;24;28;30;31;31;32;32;32;32;33;36;37;38;39;39;38;37;36;34;32;31;30;29;25;23;23;24;25;27;28;29;30;30;30;30
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;78-Jährige;32;25;26;24;16;14;20;21;24;28;29;30;30;31;31;31;31;32;35;36;37;38;38;38;36;35;33;31;30;29;28;25;23;23;23;25;27;28;28;30;29;30
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;79-Jährige;31;31;25;25;23;16;13;19;20;23;27;28;29;29;30;30;30;30;31;34;35;36;37;37;36;35;34;32;31;29;28;28;24;22;22;23;24;26;27;27;29;28
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;80-Jährige;29;30;29;24;24;22;15;13;18;19;22;26;27;28;28;29;29;29;29;30;33;34;35;36;36;35;34;33;31;30;28;27;27;23;22;21;22;23;25;26;27;28
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;81-Jährige;26;28;28;28;22;23;21;14;12;18;18;21;25;26;27;27;28;28;28;28;29;31;32;34;34;35;34;33;32;30;29;27;26;26;23;21;21;21;22;24;25;26
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;82-Jährige;23;24;26;27;27;21;22;20;14;12;17;18;20;23;25;25;26;26;27;27;27;28;30;31;32;33;33;32;31;30;29;27;26;25;25;22;20;20;20;22;24;25
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;83-Jährige;21;21;23;25;25;25;20;21;19;13;11;16;17;19;22;23;24;24;25;25;25;25;26;28;29;31;31;32;31;30;29;27;26;25;24;24;21;19;19;20;21;23
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;84-Jährige;19;19;20;21;23;24;23;19;19;18;12;10;15;16;18;21;22;23;23;23;24;24;24;25;27;28;29;29;30;29;28;27;26;25;24;23;23;20;18;18;19;20
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;85-Jährige;16;17;18;18;20;21;22;22;17;18;17;11;10;14;14;17;19;20;21;21;22;22;22;22;23;25;26;27;28;28;27;27;26;24;23;22;22;21;19;17;17;18
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;86-Jährige;11;15;16;16;17;18;20;20;20;16;16;15;10;9;13;13;15;18;19;19;20;20;21;21;21;21;23;24;25;26;26;26;25;24;23;22;21;20;20;17;16;16
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;87-Jährige;10;10;13;14;15;15;16;18;18;18;14;15;14;9;8;12;12;14;16;17;18;18;18;19;19;19;20;21;22;23;24;24;24;23;22;21;20;19;19;19;16;15
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;88-Jährige;9;9;9;12;13;13;13;14;16;16;16;13;13;12;8;7;10;11;13;15;16;16;16;17;17;17;17;18;20;20;21;22;22;22;21;20;19;19;18;17;17;15
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;89-Jährige;8;8;8;8;10;11;11;12;13;14;14;14;11;12;11;7;6;9;10;11;13;14;14;15;15;15;15;16;16;18;18;19;20;20;20;19;18;18;17;16;16;16
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;90-Jährige;6;7;7;7;7;9;10;10;10;11;12;12;12;10;10;10;7;6;8;9;10;12;12;13;13;13;13;14;14;14;16;16;17;17;18;17;17;17;16;15;15;14
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;91-Jährige;5;5;6;5;6;6;7;8;8;9;9;10;10;10;8;9;8;6;5;7;7;9;10;11;11;11;11;12;12;12;12;14;14;15;15;16;15;15;15;14;13;13
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;92-Jährige;4;4;4;5;4;5;5;6;7;7;7;8;9;9;9;7;7;7;5;4;6;6;7;8;9;9;10;10;10;10;10;11;12;12;13;13;14;13;13;13;12;12
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;93-Jährige;3;3;3;4;4;4;4;4;5;5;6;6;6;7;7;7;6;6;6;4;3;5;5;6;7;7;8;8;8;8;9;9;9;10;10;11;11;12;11;11;11;10
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;94-Jährige;2;2;2;3;3;3;3;3;3;4;4;4;5;5;6;6;6;5;5;5;3;3;4;4;5;6;6;6;7;7;7;7;7;7;8;9;9;9;10;10;9;9
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;95-Jährige;2;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4;4;5;4;4;4;3;2;3;3;4;5;5;5;5;5;6;6;6;6;7;7;7;8;8;8;8
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;96-Jährige;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;4;4;4;4;4;4;5;5;5;5;6;6;6;6;6
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;97-Jährige;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3;3;2;2;2;1;1;2;2;2;3;3;3;3;3;3;4;4;4;4;4;5;5;5
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;98-Jährige;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;3;3;3;3;3;3;3;4;4
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;99-Jährige;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;3
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;100 Jahre und mehr;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4;4;4;4;5;5
Brandenburg;BEV-VARIANTE-03;Geburten und LE moderat, WS hoch (G2L2W3);Insgesamt;Insgesamt;2516;2522;2527;2532;2536;2539;2542;2544;2545;2545;2545;2544;2541;2537;2531;2525;2517;2508;2498;2487;2475;2462;2449;2437;2424;2411;2398;2385;2373;2360;2348;2335;2323;2311;2299;2287;2276;2264;2253;2242;2232;2222
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;unter 1 Jahr;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;1-Jährige;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;2-Jährige;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;3-Jährige;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;4-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;5-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;6-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;7-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;8-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;9-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;10-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;11-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;12-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;13-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;14-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;15-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;16-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;17-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;18-Jährige;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;19-Jährige;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;20-Jährige;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;21-Jährige;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;22-Jährige;5;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;23-Jährige;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;24-Jährige;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;25-Jährige;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;26-Jährige;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;27-Jährige;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;28-Jährige;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;29-Jährige;6;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;30-Jährige;5;6;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;31-Jährige;5;5;6;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;32-Jährige;5;5;5;6;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;33-Jährige;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;34-Jährige;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;35-Jährige;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;36-Jährige;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;37-Jährige;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;38-Jährige;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;39-Jährige;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;40-Jährige;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;41-Jährige;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Bremen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);männlich;42-Jährige;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
